software_name,cpe_uri,cpe_vendor,cpe_product,match_confidence,status,nvd_url,last_verified_date
Sonatype Nexus,cpe:2.3:a:sonatype:nexus:-:*:*:*:*:*:*:*,sonatype,nexus,manual,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=sonatype%20nexus,2026-04-28
SOTI MobiControl,,,,,not_found,,2026-04-01
Sphereon SSI SDK,,,,,not_found,,2026-04-01
Spherity CARO Pharma PQC,,,,,not_found,,2026-04-01
Splunk Enterprise,cpe:2.3:a:splunk:splunk:6.1.3:*:*:*:enterprise:*:*:*,splunk,splunk,partial,partial,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=splunk%20enterprise,2026-04-01
Spring Security OAuth2,,,,,not_found,,2026-04-01
SpruceID,,,,,not_found,,2026-04-01
SQL Server TDE/Always Encrypted,,,,,not_found,,2026-04-01
SSLyze,,,,,not_found,,2026-04-01
STMicroelectronics ST33KTPM,,,,,not_found,,2026-04-01
STMicroelectronics X-CUBE-PQC,,,,,not_found,,2026-04-01
strongSwan,cpe:2.3:a:strongswan:strongswan:2.1.2:*:*:*:*:*:*:*,strongswan,strongswan,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=strongswan%20strongswan,2026-04-01
STV Post-Quantum Secure Drones,,,,,not_found,,2026-04-01
Sui,,,,,not_found,,2026-04-01
SUPERCOP,,,,,not_found,,2026-04-01
Surfshark,,,,,not_found,,2026-04-01
Suricata IDS/IPS,cpe:2.3:a:oisf:suricata:-:*:*:*:*:*:*:*,oisf,suricata,manual,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=oisf%20suricata,2026-04-28
SUSE Linux Enterprise Server (SLES),cpe:2.3:o:suse:linux_enterprise_server:12:*:*:*:ltss:*:*:*,suse,linux_enterprise_server,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=suse%20linux%20enterprise%20server%20%28sles%29,2026-04-01
SWIFT Quantum-Safe Messaging,,,,,not_found,,2026-04-01
Tailscale PQC,,,,,not_found,,2026-04-01
Taurus SA,,,,,not_found,,2026-04-01
Telegram,cpe:2.3:a:telegram_desktop:telegram_desktop:0.10.19:*:*:*:*:*:*:*,telegram_desktop,telegram_desktop,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=telegram%20telegram,2026-04-01
Teleport Access Platform,,,,,not_found,,2026-04-01
Tenable Nessus Professional,,,,,not_found,,2026-04-01
testssl.sh,,,,,not_found,,2026-04-01
Thales 5G Quantum-Safe SIM,,,,,not_found,,2026-04-01
Thales CipherTrust Cloud Key Manager,,,,,not_found,,2026-04-01
Thales CipherTrust Data Security Platform,,,,,not_found,,2026-04-01
Thales CipherTrust Manager,,,,,not_found,,2026-04-01
Thales High Speed Encryptor (HSE),,,,,not_found,,2026-04-01
Thales Luna Cloud HSM (DPoD),,,,,not_found,,2026-04-01
Thales Luna HSM,,,,,not_found,,2026-04-01
Thales Luna T-Series HSM,,,,,not_found,,2026-04-01
Thales MISTRAL Encryptor,,,,,not_found,,2026-04-01
Thales MultiApp 5.2 Premium PQC,,,,,not_found,,2026-04-01
Thales payShield 10K,,,,,not_found,,2026-04-01
Threema PQC,,,,,not_found,,2026-04-01
Thunderbird PQC (OpenPGP),,,,,not_found,,2026-04-01
TianoCore EDK2 (UEFI Firmware),,,,,not_found,,2026-04-01
TII PQC Library (UAE),,,,,not_found,,2026-04-01
TikTok PQC Data Protection,,,,,not_found,,2026-04-01
TOPPAN SecureBridge HPKI PQC,,,,,not_found,,2026-04-01
Tor Browser,cpe:2.3:a:tor_browser_the_short_guide_project:tor_browser_the_short_guide:0.1:*:*:*:*:android:*:*,tor_browser_the_short_guide_project,tor_browser_the_short_guide,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=tor%20browser,2026-04-01
Toshiba Integrated PQC-QKD Platform,,,,,not_found,,2026-04-01
Toshiba QKD System,,,,,not_found,,2026-04-01
Traefik,cpe:2.3:a:containous:traefik:-:*:*:*:*:*:*:*,containous,traefik,manual,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=containous%20traefik,2026-04-28
Trezor Safe 7 PQC,,,,,not_found,,2026-04-01
TrustCloud Quantum Vault,,,,,not_found,,2026-04-01
Tuta Mail,,,,,not_found,,2026-04-01
U-Boot,,,,,not_found,,2026-04-01
Ubuntu 24.04 LTS,cpe:2.3:o:canonical:ubuntu_linux:-:*:*:*:*:*:*:*,canonical,ubuntu_linux,manual,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=canonical%20ubuntu_linux,2026-04-28
Ubuntu 26.04 LTS,cpe:2.3:o:canonical:ubuntu_linux:-:*:*:*:*:*:*:*,canonical,ubuntu_linux,manual,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=canonical%20ubuntu_linux,2026-04-28
Unisys ClearPath Forward,,,,,not_found,,2026-04-01
Utimaco ESKM,,,,,not_found,,2026-04-01
Utimaco Quantum Protect Suite,,,,,not_found,,2026-04-01
Utimaco SecurityServer,,,,,not_found,,2026-04-01
Utimaco uTrust HSM,,,,,not_found,,2026-04-01
VanDyke SecureCRT 10.x,,,,,not_found,,2026-04-01
Veeam Data Platform v13,,,,,not_found,,2026-04-01
Venafi CodeSign Protect,,,,,not_found,,2026-04-01
Venafi TLS PQC Continuity,,,,,not_found,,2026-04-01
Venafi TLS Protect,,,,,not_found,,2026-04-01
Venafi Trust Protection Platform,,,,,not_found,,2026-04-01
Veracode Platform,,,,,not_found,,2026-04-01
VeraCrypt,cpe:2.3:a:veracrypt:veracrypt:1.14:*:*:*:*:*:*:*,veracrypt,veracrypt,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=veracrypt%20veracrypt,2026-04-01
Veritas NetBackup 10.5,,,,,not_found,,2026-04-01
Veritas NetBackup 11 PQC,,,,,not_found,,2026-04-01
Versa Networks SASE PQC,,,,,not_found,,2026-04-01
VIAVI Observer Analyzer,,,,,not_found,,2026-04-01
VIAVI TeraVM Security Test,,,,,not_found,,2026-04-01
Virtru Data Protection,,,,,not_found,,2026-04-01
VMware Avi Load Balancer PQC,,,,,not_found,,2026-04-01
VMware ESXi 9.0,cpe:2.3:o:vmware:esxi:-:*:*:*:*:*:*:*,vmware,esxi,manual,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=vmware%20esxi,2026-04-28
VMware Horizon,cpe:2.3:a:vmware:horizon:-:*:*:*:*:*:*:*,vmware,horizon,manual,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=vmware%20horizon,2026-04-28
VMware Workspace ONE,cpe:2.3:a:vmware:workspace_one:2.5.1:*:*:*:*:iphone_os:*:*,vmware,workspace_one,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=vmware%20workspace%20one,2026-04-01
Vodafone Quantum-Safe Network,,,,,not_found,,2026-04-01
Vox Messenger PQC,,,,,not_found,,2026-04-01
Vultr Cloud GPU,,,,,not_found,,2026-04-01
walt.id,,,,,not_found,,2026-04-01
WhatsApp,cpe:2.3:a:whatsapp:whatsapp:2.2.5:*:*:*:*:iphone_os:*:*,whatsapp,whatsapp,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=whatsapp%20whatsapp,2026-04-01
WildFly (JBoss),cpe:2.3:a:redhat:wildfly:-:*:*:*:*:*:*:*,redhat,wildfly,manual,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=redhat%20wildfly,2026-04-28
Wind River VxWorks,,,,,not_found,,2026-04-01
Windows 11,cpe:2.3:o:microsoft:windows_11:-:*:*:*:*:*:*:*,microsoft,windows_11,manual,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=microsoft%20windows_11,2026-04-28
Windows Server 2025,cpe:2.3:o:microsoft:windows_server_2025:-:*:*:*:*:*:*:*,microsoft,windows_server_2025,manual,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=microsoft%20windows_server_2025,2026-04-28
Windscribe,cpe:2.3:a:windscribe:windscribe:1.81:*:*:*:*:*:*:*,windscribe,windscribe,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=windscribe%20windscribe,2026-04-01
WinSCP PQC File Transfer,,,,,not_found,,2026-04-01
Wire,,,,,not_found,,2026-04-01
WireGuard,,,,,not_found,,2026-04-01
WISeSat PQC Constellation,,,,,not_found,,2026-04-01
Wiz Cloud Security PQC,,,,,not_found,,2026-04-01
wolfBoot,,,,,not_found,,2026-04-01
wolfSSH,cpe:2.3:a:wolfssh:wolfssh:1.4.7:*:*:*:*:*:*:*,wolfssh,wolfssh,exact,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=wolfssh%20wolfssh,2026-04-01
wolfSSL,cpe:2.3:a:wolfssl:wolfssl:-:*:*:*:*:*:*:*,wolfssl,wolfssl,manual,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=wolfssl%20wolfssl,2026-04-28
wolfTPM PQC,,,,,not_found,,2026-04-01
Xiphera PQC IP Cores,,,,,not_found,,2026-04-01
Xiphera XIP6110B,,,,,not_found,,2026-04-01
Xiphera xQlave,,,,,not_found,,2026-04-01
XiPKI,,,,,not_found,,2026-04-01
xmss-reference,,,,,not_found,,2026-04-01
Yubico YubiHSM 2,,,,,not_found,,2026-04-01
Zeek Network Analysis Framework,cpe:2.3:a:zeek:zeek:-:*:*:*:*:*:*:*,zeek,zeek,manual,matched,https://nvd.nist.gov/products/cpe/search#results?namingFormat=2.3&keyword=zeek%20zeek,2026-04-28
ZeroTier Quantum,,,,,not_found,,2026-04-01
Zerto 11.0,,,,,not_found,,2026-04-01
Zodia Custody,,,,,not_found,,2026-04-01
Zoom Compliance 2026,,,,,not_found,,2026-04-01
Zscaler Zero Trust Exchange,,,,,not_found,,2026-04-01
Zscaler ZTE,,,,,not_found,,2026-04-01
Kryptus kNET HSM PQC,,,,,not_found,,2026-04-01
Bradesco IBM Quantum Safe,,,,,not_found,,2026-04-01
FENASBAC Pix PQC Research,,,,,not_found,,2026-04-01
Sequre Quantum (Chile),,,,,not_found,,2026-04-01
Chile National Quantum Strategy,,,,,not_found,,2026-04-01
Telefonica Quantum Centre,,,,,not_found,,2026-04-01
STC Quantum-Safe Framework,,,,,not_found,,2026-04-01
E& Nokia Quantum-Safe Network,,,,,not_found,,2026-04-01
TUBITAK BILGEM PQC (Turkey),,,,,not_found,,2026-04-01
Turkcell Nokia Quantum-Safe IPsec,,,,,not_found,,2026-04-01
Qatar QC2 Quantum Center,,,,,not_found,,2026-04-01
Quantum Leap Africa (AIMS),,,,,not_found,,2026-04-01
QuantumCTek PQC Chip,,,,,not_found,,2026-04-01
China Telecom Quantum Group,,,,,not_found,,2026-04-01
China PQC National Standards (ICCS),,,,,not_found,,2026-04-01
Toppan PQC CARD,,,,,not_found,,2026-04-01
Fujitsu PQC Networks,,,,,not_found,,2026-04-01
NEDO PQShield Japan PQC Program,,,,,not_found,,2026-04-01
Chelpis Quantum PQC (Taiwan),,,,,not_found,,2026-04-01
SECQAI Q-Locked TPM (Taiwan/TSMC),,,,,not_found,,2026-04-01
Taiwan QSMC Migration Center,,,,,not_found,,2026-04-01
Malaysia NACSA PQC Roadmap,,,,,not_found,,2026-04-01
Indonesia BSSN PQC Migration,,,,,not_found,,2026-04-01
Cybernetica PQC Estonia,,,,,not_found,,2026-04-01
CZQCI Czech Quantum Infrastructure,,,,,not_found,,2026-04-01
PIONIER-Q Poland QCI,,,,,not_found,,2026-04-01
Spain Quantum Strategy EUR 808M,,,,,not_found,,2026-04-01
MadQuantum-CM (Spain),,,,,not_found,,2026-04-01
ASD Australia PQC Transition,,,,,not_found,,2026-04-01
NZISM New Zealand PQC Guidance,,,,,not_found,,2026-04-01
QApp PQC TLS Gateway (Russia),,,,,not_found,,2026-04-01
Kryptonite Shipovnik PQC Signature (Russia),,,,,not_found,,2026-04-01
EU PQC Implementation Roadmap,,,,,not_found,,2026-04-01
